date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:06:12	730302/730302	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd50326-b24be%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-brands-400.svg	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-brands-400.svg	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:12	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225fd50326-3520%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.woff2	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.woff2	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:13	16780/16780	---M--	200	added ('OK')	font/woff	etag:%225fd50326-418c%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.woff	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.woff	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:13	34052/34052	---M-Z	200	added ('OK')	font/ttf	etag:W/%225fd50326-8504%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.ttf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.ttf	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:14	144715/144715	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd50326-2354b%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.svg	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-regular-400.svg	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:17	204266/204266	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd50326-31dea%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.eot	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.eot	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:17	204266/204266	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225fd50326-31dea%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.eot?	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900d41d.eot	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:17	80148/80148	---M--	200	added ('OK')	font/woff2	etag:%225fd50326-13914%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.woff2	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.woff2	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:19	104004/104004	---M--	200	added ('OK')	font/woff	etag:%225fd50326-19644%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.woff	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.woff	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:21	203980/203980	---M-Z	200	added ('OK')	font/ttf	etag:W/%225fd50326-31ccc%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.ttf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.ttf	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:23	914125/914125	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225fd50326-df2cd%22	https://joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.svg	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/assets/fontawesome-5.14.0/webfonts/fa-solid-900.svg	(from https://joannacss.github.io/assets/fontawesome-5.14.0/css/all.min.css)
20:06:26	127837/127837	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225fd5032b-1f35d%22	https://joannacss.github.io/{https://doi.org/10.1145/3387940.3392222}	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/{https_/doi.org/10.1145/3387940.3392222}	(from https://joannacss.github.io/publications)
20:06:35	863905/863905	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-d2ea1%22	https://joannacss.github.io/preprints/scam20-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/scam20-preprint.pdf	(from https://joannacss.github.io/publications)
20:06:44	948387/948387	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-e78a3%22	https://joannacss.github.io/preprints/icsew20-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/icsew20-preprint.pdf	(from https://joannacss.github.io/publications)
20:06:45	127837/127837	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225fd5032b-1f35d%22	https://joannacss.github.io/{https://doi.org/10.1145/3338906.3338969}	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/{https_/doi.org/10.1145/3338906.30.delayed	(from https://joannacss.github.io/publications)
20:06:46	406523/406523	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-633fb%22	https://joannacss.github.io/preprints/icsaw20-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/icsaw20-preprint.pdf	(from https://joannacss.github.io/publications)
20:06:48	127837/127837	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225fd5032b-1f35d%22	https://joannacss.github.io/{http://www.sciencedirect.com/science/article/pii/S0164121218302322}	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/{http_/www.sciencedirect.com/science/article/pii/S0164121218302322}	(from https://joannacss.github.io/publications)
20:06:52	1767331/1767331	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-1af7a3%22	https://joannacss.github.io/preprints/ftfjp20-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/ftfjp20-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:09	1434013/1434013	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-15e19d%22	https://joannacss.github.io/preprints/fse19-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/fse19-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:10	2320188/2320188	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-23673c%22	https://joannacss.github.io/preprints/issrew20-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/issrew20-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:14	470822/470822	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-72f26%22	https://joannacss.github.io/preprints/icsaw17-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/icsaw17-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:15	529617/529617	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-814d1%22	https://joannacss.github.io/preprints/icsa17-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/icsa17-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:17	127837/127837	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225fd5032b-1f35d%22	https://joannacss.github.io/preprints/emse16-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/emse16-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:19	557240/557240	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-880b8%22	https://joannacss.github.io/preprints/jss16-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/jss16-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:23	292047/292047	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-474cf%22	https://joannacss.github.io/preprints/itng16-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/itng16-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:26	398998/398998	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-61696%22	https://joannacss.github.io/preprints/wicsa16-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/wicsa16-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:27	511160/511160	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-7ccb8%22	https://joannacss.github.io/preprints/eatis12-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/eatis12-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:29	1817170/1817170	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-1bba52%22	https://joannacss.github.io/preprints/jss19-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/jss19-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:31	284448/284448	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-45720%22	https://joannacss.github.io/preprints/1863-2958-1-SM.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/1863-2958-1-SM.pdf	(from https://joannacss.github.io/publications)
20:07:34	300195/300195	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-494a3%22	https://joannacss.github.io/preprints/erbase2012-preprint.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/erbase2012-preprint.pdf	(from https://joannacss.github.io/publications)
20:07:35	369474/369474	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-5a342%22	https://joannacss.github.io/preprints/A36.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/A36.pdf	(from https://joannacss.github.io/publications)
20:07:36	311717/311717	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-4c1a5%22	https://joannacss.github.io/preprints/A39.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/A39.pdf	(from https://joannacss.github.io/publications)
20:07:39	239952/239952	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-3a950%22	https://joannacss.github.io/preprints/A9.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/A9.pdf	(from https://joannacss.github.io/publications)
20:07:58	1264597/1264597	---M--	200	added ('OK')	application/pdf	etag:%225fd50326-134bd5%22	https://joannacss.github.io/preprints/112061.pdf	C:/Users/Dell/Desktop/Website_copier/Wajdi%20website/joannacss.github.io/preprints/112061.pdf	(from https://joannacss.github.io/publications)
